Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,596.25,2020-12-30,588.87,597.38,583.61,579.36,575.11,569.05,Target 1 Reached
2021-01-04,604.4,2020-12-30,588.87,597.38,583.61,579.36,575.11,569.05,Target 1 Reached
