Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,469.3,2020-12-24,452.22,446.41,456.78,459.98,463.62,467.15,Final Target Reached
2021-01-04,473.15,2020-12-24,452.22,446.41,456.78,459.98,463.62,467.15,Final Target Reached
