Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,623.8,2020-12-31,621.2,636.68,611.62,603.88,596.14,585.12,Awaiting Targets
2021-01-04,624.7,2020-12-31,621.2,636.68,611.62,603.88,596.14,585.12,Awaiting Targets
