Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,3102.65,2020-12-18,3120.33,3086.43,3146.94,3165.63,3186.86,3207.45,Target 1 Reached
2021-01-04,3043.85,2021-01-01,3107.86,3167.39,3071.03,3041.26,3011.5,2969.12,Target 2 Reached
