Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,1480.35,2020-12-30,1426.23,1449.27,1411.98,1400.45,1388.93,1372.53,Stop Loss has occured
2021-01-04,1477.4,2020-12-30,1426.23,1449.27,1411.98,1400.45,1388.93,1372.53,Stop Loss has occured
