Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,2542.7,2020-12-23,2446.16,2428.71,2459.86,2469.48,2480.41,2491.01,Final Target Reached
2021-01-04,2655.7,2020-12-23,2446.16,2428.71,2459.86,2469.48,2480.41,2491.01,Final Target Reached
