Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,1994.05,2021-01-01,1997.4,2023.36,1981.34,1968.36,1955.38,1936.9,Awaiting Targets
2021-01-04,1965.55,2021-01-01,1997.4,2023.36,1981.34,1968.36,1955.38,1936.9,Target 3 Reached
