Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,213.85,2020-12-31,209.85,211.71,208.69,207.76,206.83,205.5,Stop Loss has occured
2021-01-04,213.4,2020-12-31,209.85,211.71,208.69,207.76,206.83,205.5,Stop Loss has occured
