Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,388.1,2020-12-30,384.7,389.77,381.57,379.04,376.5,372.9,Target 1 Reached
2021-01-04,396.4,2020-12-30,384.7,389.77,381.57,379.04,376.5,372.9,Target 1 Reached
