Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,5290.8,2020-12-28,5103.23,5033.78,5157.76,5196.06,5239.54,5281.74,Final Target Reached
2021-01-04,5327.2,2020-12-28,5103.23,5033.78,5157.76,5196.06,5239.54,5281.74,Final Target Reached
