Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,3481.25,2020-12-16,3288.24,3261.97,3308.86,3323.34,3339.79,3355.75,Final Target Reached
2021-01-04,3522.45,2020-12-16,3288.24,3261.97,3308.86,3323.34,3339.79,3355.75,Final Target Reached
