Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,5280.15,2020-12-31,5318.67,5373.87,5284.52,5256.92,5229.33,5190.03,Target 2 Reached
2021-01-04,5216.2,2020-12-31,5318.67,5373.87,5284.52,5256.92,5229.33,5190.03,Target 3 Reached
