Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,515.15,2020-12-30,519.06,524.94,515.43,512.49,509.55,505.37,Target 3 Reached
2021-01-04,517.1,2020-12-30,519.06,524.94,515.43,512.49,509.55,505.37,Target 3 Reached
