Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,527.5,2021-01-01,531.54,541.44,525.42,520.46,515.51,508.47,Awaiting Targets
2021-01-04,531.7,2021-01-01,531.54,541.44,525.42,520.46,515.51,508.47,Target 1 Reached
