Date,Close_Price,Signal_Date,Call,Stop_Loss,Target_1,Target_2,Target_3,Target_4,Status
2021-01-01,93.2,2021-01-01,93.6,94.44,93.08,92.66,92.25,91.65,Awaiting Targets
2021-01-04,96.95,2021-01-01,93.6,94.44,93.08,92.66,92.25,91.65,Stop Loss has occured
